REC_ID,DEP_NAME,COUNTRY,STATE,COMMODITY,DEP_TYPE,DETAIL,MODEL,DEP_MODEL,CITATION,CATEGORY,URL
3123,Isabella (Calcite 1),Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3123
3124,Kanyemba (Electra),Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3124
3125,Long John,Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3125
3126,Marvel,Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3126
3127,Old Nic,Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3127
3128,Patchway (Brompto),Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3128
3116,Eiffel Flats (Eiffel Blue),Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3116
144,Baguamiao,China,,Gold,Sedimentary,,,,"Peters, 2002",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=144
145,Dongping,China,,Gold,Igneous,,,,"Ariunbileg and others, 2003",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=145
152,Jinchanggouliang,China,,Gold,Igneous,,,,"Metals Economics Group, 1995",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=152
153,Laozhuoshan,China,,Gold,Igneous,,,,"Ariunbileg and others, 2003",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=153
353,Boroo,Mongolia,,Gold,Igneous,,,,"Ariunbileg and others, 2003",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=353
356,Tsagaantsakhir Uul,Mongolia,,Gold,Igneous,,,,"Ariunbileg and others, 2003",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=356
2633,Sabodala,Senegal,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=2633
2744,Benoni,South Africa,,Gold,Unclassified,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=2744
2280,Hatit,Egypt,,Gold,Unclassified,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=2280
354,Bumbat,Mongolia,,Gold,Hydrothermal,,,,"ESCAP, 1999b",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=354
982,Boston (Hope Bay),Canada,,Gold,Hydrothermal,,,,"Kirkham and Rafer, 2003",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=982
297,Yamagano,Japan,,Gold,Hydrothermal,,,,"Mining and Materials Processing Institute of Japan, 1989",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=297
8,Samty,Afghanistan,,Gold,Surficial,,,,"Orris and Bliss, 2002",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=8
154,Liba,China,,Gold,Sedimentary,,,,"Peters, 2002",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=154
1128,Pascua,Chile,,Gold,Hydrothermal,,,,"Bissig and others, 2002",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=1128
1204,La Herradura,Mexico,,Gold,Hydrothermal,,,,"Fitch, 2000b",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=1204
944,Ouro Preto,Brazil,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=944
1215,Nukay,Mexico,,Gold,Hydrothermal,,,,"Fitch, 2000a",Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=1215
3129,"Pickstone (Pitchstone, Peerless, Concession Hill (doublon), Duchess Hill, St Kilda)",Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3129
3130,"Rezende (Rezende Group, Elgin, Perthshire, Umtali)",Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3130
3131,Sabi,Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3131
3132,Sebakwe,Zimbabwe,,Gold,Unclassified,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3132
3133,Venice,Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3133
3134,Vubachikwe,Zimbabwe,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=3134
2582,Navachab,Namibia,,Gold,Hydrothermal,,,,,Gold,https://mrdata.usgs.gov/major-deposits/show-ofr20051294.php?rec_id=2582
